page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count
7,"Water There is one other nutrient that we must have in large quantities: water. Water does not contain carbon, but is composed of two hydrogens and one oxygen per molecule of water. More than 60 percent of your total body weight is water. Without it, nothing could be transported in or out of the body, chemical reactions would not occur, organs would not be cushioned, and body temperature would fluctuate widely. On average, an adult consumes just over two liters of water per day from food and drink combined. Since water is so critical for life’s basic processes, the amount of water input and output is supremely important, a topic we will explore in detail in Chapter 4. Micronutrients Micronutrients are nutrients required by the body in lesser amounts, but are still essential for carrying out bodily functions. Micronutrients include all the essential minerals and vitamins. There are sixteen essential minerals and thirteen vitamins (See Table 1.1 “Minerals and Their Major Functions” and Table 1.2 “Vitamins and Their Major Functions” for a complete list and their major functions). In contrast to carbohydrates, lipids, and proteins, micronutrients are not sources of energy (calories), but they assist in the process as cofactors or components of enzymes (i.e., coenzymes).",1286,206,321.5
7,"Enzymes are proteins that catalyze chemical reactions in the body and are involved in all aspects of body functions from producing energy, to digesting nutrients, to building macromolecules. Micronutrients play many essential roles in the body. Table 1.1 Minerals and Their Major Functions 8 | Introduction",306,46,76.5
8,"Minerals Major Functions Macro Sodium Fluid balance, nerve transmission, muscle contraction Chloride Fluid balance, stomach acid production Potassium Fluid balance, nerve transmission, muscle contraction Calcium Bone and teeth health maintenance, nerve transmission, muscle contraction, blood clotting Phosphorus Bone and teeth health maintenance, acid-base balance Magnesium Protein production, nerve transmission, muscle contraction Sulfur Protein production Trace Iron Carries oxygen, assists in energy production Zinc Protein and DNA production, wound healing, growth, immune system function Iodine Thyroid hormone production, growth, metabolism Selenium Antioxidant Copper Coenzyme, iron metabolism Manganese Coenzyme Fluoride Bone and teeth health maintenance, tooth decay prevention Chromium Assists insulin in glucose metabolism Molybdenum Coenzyme Minerals Minerals are solid inorganic substances that form crystals and are classified depending on how much of them we need. Trace minerals, such as molybdenum, selenium, zinc, iron, and iodine, are only required in a few milligrams or less. Macrominerals, such as calcium, magnesium, potassium, sodium, and phosphorus, are required in hundreds of milligrams. Many minerals are critical for enzyme Introduction | 9",1272,167,318.0
9,"function, others are used to maintain fluid balance, build bone tissue, synthesize hormones, transmit nerve impulses, contract and relax muscles, and protect against harmful free radicals in the body that can cause health problems such as cancer. Vitamins The thirteen vitamins are categorized as either water-soluble or fat-soluble. The water-soluble vitamins are vitamin C and all the B vitamins, which include thiamine, riboflavin, niacin, pantothenic acid, pyridoxine, biotin, folate and cobalamin. The fat-soluble vitamins are A, D, E, and K. Vitamins are required to perform many functions in the body such as making red blood cells, synthesizing bone tissue, and playing a role in normal vision, nervous system function, and immune system function. Table 1.2 Vitamins and Their Major Functions 10 | Introduction",818,123,204.5
10,"Vitamins Major Functions Water-soluble Thiamin (B1) Coenzyme, energy metabolism assistance Riboflavin (B2 ) Coenzyme, energy metabolism assistance Niacin (B3) Coenzyme, energy metabolism assistance Pantothenic acid (B5) Coenzyme, energy metabolism assistance Pyridoxine (B6) Coenzyme, amino acid synthesis assistance Biotin (B7) Coenzyme, amino acid and fatty acid metabolism Folate (B9) Coenzyme, essential for growth Cobalamin (B12) Coenzyme, red blood cell synthesis C (ascorbic acid) Collagen synthesis, antioxidant Fat-soluble A Vision, reproduction, immune system function D Bone and teeth health maintenance, immune system function E Antioxidant, cell membrane protection K Bone and teeth health maintenance, blood clotting Vitamin deficiencies can cause severe health problems and even death. For example, a deficiency in niacin causes a disease called pellagra, which was common in the early twentieth century in some parts of America. The common signs and symptoms of pellagra are known as the “4D’s—diarrhea, dermatitis, dementia, and death.” Until scientists found out that better diets relieved the signs and symptoms of pellagra, many people with the disease ended up hospitalized in insane asylums awaiting death. Other vitamins were also found to prevent certain disorders and diseases such as scurvy (vitamin C), night blindness vitamin A, and rickets (vitamin D). Table 1.3 Functions of Nutrients Introduction | 11",1432,203,358.0
11,"Protein Necessary for tissue formation, cell reparation, and hormone and enzyme production. It is essential for building strong muscles and a healthy immune system. Carbohydrates Provide a ready source of energy for the body and provide structural constituents for the formation of cells. Fat Provides stored energy for the body, functions as structural components of cells and also as signaling molecules for proper cellular communication. It provides insulation to vital organs and works to maintain body temperature. Vitamins Regulate body processes and promote normal body-system functions. Minerals Regulate body processes, are necessary for proper cellular function, and comprise body tissue. Water Transports essential nutrients to all body parts, transports waste products for disposal, and aids with body temperature maintenance.   Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document).",1157,162,289.25
11,"Learning activities may be used across various mobile devices, however, for the best user experience it is strongly 12 | Introduction",133,21,33.25
12,recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=46   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=46 Introduction | 13,461,67,115.25
13,"Image by David De Veroli on unsplash.co m / CC0 Food Quality UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM One measurement of food quality is the amount of nutrients it contains relative to the amount of energy it provides. High-quality foods are nutrient-dense, meaning they contain significant amounts of one or more essential nutrients relative to the amount of calories they provide. Nutrient-dense foods are the opposite of “empty- calorie” foods such as carbonated sugary soft drinks, which provide many calories and very little, if any, other nutrients. Food quality is additionally associated with its taste, texture, appearance, microbial content, and how much consumers like it. Food: A Better Source of Nutrients It is better to get all your micronutrients from the foods you eat as opposed to from supplements. Supplements contain only what is 14 | Food Quality",927,147,231.75
14,"listed on the label, but foods contain many more macronutrients, micronutrients, and other chemicals, like antioxidants, that benefit health. While vitamins, multivitamins, and supplements are a $20 billion industry in the United States, and more than 50 percent of Americans purchase and use them daily, there is no consistent evidence that they are better than food in promoting health and preventing disease. Everyday Connection Make a list of some of your favorite foods and visit the “What’s In the Foods You Eat?”search tool provided by the USDA. What are some of the nutrients found in your favorite foods? Food Quality | 15",631,102,157.75
15,USDA https:/ /ww w.ars.usda.gov/ northeast- area/ beltsville- md-bhnrc/ beltsville-h uman-nutr ition-resea rch-center / food-surve ys-researc h-group/ docs/ whats-in-t he-foods-y ou-eat-ems earch-toole m/ Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the 16 | Food Quality,467,59,116.75
